Timestamp, Joint, PositionX, PositionY, PositionZ, RotationX, RotationY, RotationZ, RotationW
0.338,Hand_Thumb1,0.133225,0.977356,0.308356,0.040696,0.780093,-0.550781,-0.294005
0.338,Body_SpineUpper,0.107429,0.989485,0.321316,0.056508,0.803361,-0.462526,-0.370793
0.338,Body_Chest,0.084040,1.003603,0.339004,0.023124,0.781611,-0.542428,-0.307118
0.338,Body_Neck,0.147471,1.019353,0.345942,0.341855,0.823777,0.308101,-0.331060
0.338,Body_Head,0.127488,1.032475,0.373561,0.138134,0.873786,0.401577,-0.236966
0.338,Body_LeftShoulder,0.107603,1.033670,0.385851,0.052727,0.869758,0.439248,-0.218635
0.338,Body_LeftScapula,0.157315,1.005363,0.358998,0.305829,0.831183,0.367055,-0.284385
0.338,Body_LeftArmUpper,0.130393,1.017750,0.387825,-0.218549,0.853050,0.473528,-0.017707
0.338,Body_LeftArmLower,0.106411,1.007412,0.383135,-0.488580,0.689022,0.516232,0.141569
0.338,Hand_Ring1,0.158435,0.987112,0.367174,0.317659,0.811835,0.413086,-0.263394
0.338,Body_RightShoulder,0.133669,0.998310,0.393092,-0.204556,0.829146,0.516937,0.058729
0.338,Hand_Ring3,0.110394,0.991182,0.385187,-0.513986,0.657105,0.471987,0.285061
0.338,Hand_Pinky0,0.157783,0.946547,0.333152,0.619790,0.583950,0.420028,-0.313749
0.338,Body_RightArmLower,0.156251,0.966786,0.372152,0.366721,0.777648,0.461944,-0.217687
0.338,Hand_Pinky2,0.137426,0.977711,0.392194,-0.148832,0.800629,0.568329,0.117660
0.338,Body_LeftHandPalm,0.119272,0.975665,0.385199,-0.432932,0.667869,0.477163,0.372608
0.338,Hand_ThumbTip,0.064882,1.013295,0.349071,0.023124,0.781611,-0.542428,-0.307118
0.338,Hand_IndexTip,0.088619,1.031886,0.395919,0.052727,0.869758,0.439248,-0.218635
0.338,Hand_MiddleTip,0.094004,0.994474,0.367070,-0.488580,0.689022,0.516232,0.141569
0.338,Body_LeftHandThumbDistal,0.101716,0.981475,0.365647,-0.513986,0.657105,0.471987,0.285061
0.338,Body_LeftHandThumbTip,0.110863,0.971390,0.366273,-0.432932,0.667869,0.477163,0.372608
0.353,Body_Start,0.161003,0.941042,0.292871,0.604407,0.685957,0.191782,-0.356898
0.353,Body_Hips,0.161003,0.941042,0.292871,0.604407,0.685957,0.191782,-0.356898
0.353,Body_SpineLower,0.147364,0.959266,0.301898,0.341689,0.836620,-0.320593,-0.283788
0.353,Hand_Thumb1,0.132872,0.977305,0.308020,0.040602,0.779637,-0.552490,-0.292015
0.353,Body_SpineUpper,0.107003,0.989392,0.320873,0.058466,0.803111,-0.465166,-0.367716
0.353,Body_Chest,0.083481,1.003582,0.338326,0.025941,0.780809,-0.545438,-0.303583
0.353,Body_Neck,0.146995,1.019421,0.345524,0.340055,0.824927,0.307599,-0.330518
0.353,Body_Head,0.126896,1.032488,0.373084,0.135372,0.874586,0.401180,-0.236281
0.353,Body_LeftShoulder,0.106961,1.033593,0.385301,0.049289,0.870370,0.438877,-0.217748
0.353,Body_LeftScapula,0.156860,1.005490,0.358626,0.303793,0.832577,0.366254,-0.283521
0.353,Body_LeftArmUpper,0.129795,1.017817,0.387344,-0.220402,0.853203,0.472387,-0.017824
0.353,Body_LeftArmLower,0.105857,1.007392,0.382626,-0.489854,0.689020,0.515297,0.140586
0.353,Hand_Ring1,0.158014,0.987265,0.366856,0.315800,0.813310,0.412164,-0.262523
0.353,Body_RightShoulder,0.133125,0.998430,0.392670,-0.206783,0.829313,0.515784,0.058715
0.353,Hand_Ring3,0.109897,0.991203,0.384719,-0.516030,0.656437,0.471040,0.284472
0.353,Hand_Pinky0,0.157469,0.946600,0.332951,0.619505,0.585309,0.419030,-0.313115
0.353,Body_RightArmLower,0.155870,0.966950,0.371892,0.366270,0.778555,0.460786,-0.217658
0.353,Hand_Pinky2,0.137025,0.977889,0.391906,-0.148871,0.801375,0.567534,0.116368
0.353,Body_LeftHandPalm,0.118860,0.975805,0.384952,-0.432926,0.668843,0.477146,0.370886
0.353,Hand_ThumbTip,0.064231,1.013324,0.348168,0.025941,0.780809,-0.545438,-0.303583
0.353,Hand_IndexTip,0.087938,1.031703,0.395278,0.049289,0.870370,0.438877,-0.217748
0.353,Hand_MiddleTip,0.093497,0.994381,0.366584,-0.489854,0.689020,0.515297,0.140586
0.353,Body_LeftHandThumbDistal,0.101302,0.981419,0.365180,-0.516030,0.656437,0.471040,0.284472
0.353,Body_LeftHandThumbTip,0.110396,0.971478,0.366062,-0.432926,0.668843,0.477146,0.370886
0.367,Body_Start,0.160756,0.940993,0.292710,0.604166,0.686897,0.190682,-0.356085
0.367,Body_Hips,0.160756,0.940993,0.292710,0.604166,0.686897,0.190682,-0.356085
0.367,Body_SpineLower,0.147076,0.959214,0.301681,0.341869,0.836393,-0.322107,-0.282524
0.367,Hand_Thumb1,0.132556,0.977258,0.307722,0.040497,0.779186,-0.554025,-0.290320
0.367,Body_SpineUpper,0.106624,0.989307,0.320483,0.060009,0.802841,-0.467451,-0.365149
0.367,Body_Chest,0.082992,1.003554,0.337740,0.028164,0.780074,-0.548001,-0.300642
0.367,Body_Neck,0.146567,1.019485,0.345145,0.338554,0.825950,0.307023,-0.330037
0.367,Body_Head,0.126370,1.032511,0.372653,0.133078,0.875313,0.400684,-0.235733
0.367,Body_LeftShoulder,0.106394,1.033542,0.384809,0.046451,0.870938,0.438401,-0.217059
0.367,Body_LeftScapula,0.156452,1.005608,0.358289,0.302057,0.833811,0.365453,-0.282780
0.367,Body_LeftArmUpper,0.129265,1.017888,0.386913,-0.222054,0.853364,0.471316,-0.017962
0.367,Body_LeftArmLower,0.105365,1.007383,0.382173,-0.491052,0.689003,0.514419,0.139699
0.367,Hand_Ring1,0.157637,0.987408,0.366569,0.314207,0.814617,0.411271,-0.261782
0.367,Body_RightShoulder,0.132643,0.998547,0.392294,-0.208731,0.829493,0.514716,0.058648
0.367,Hand_Ring3,0.109456,0.991230,0.384304,-0.517842,0.655881,0.470177,0.283889
0.367,Hand_Pinky0,0.157188,0.946651,0.332773,0.619241,0.586556,0.418111,-0.312531
0.367,Body_RightArmLower,0.155529,0.967102,0.371658,0.365832,0.779414,0.459708,-0.217600
0.367,Hand_Pinky2,0.136663,0.978055,0.391646,-0.149066,0.802042,0.566761,0.115282
0.367,Body_LeftHandPalm,0.118491,0.975934,0.384723,-0.433111,0.669620,0.477031,0.369414
0.367,Hand_ThumbTip,0.063667,1.013333,0.347396,0.028164,0.780074,-0.548001,-0.300642
0.367,Hand_IndexTip,0.087342,1.031566,0.394712,0.046451,0.870938,0.438401,-0.217059
0.367,Hand_MiddleTip,0.093050,0.994305,0.366151,-0.491052,0.689003,0.514419,0.139699
0.367,Body_LeftHandThumbDistal,0.100932,0.981377,0.364769,-0.517842,0.655881,0.470177,0.283889
0.367,Body_LeftHandThumbTip,0.109988,0.971555,0.365862,-0.433111,0.669620,0.477031,0.369414
0.381,Body_Start,0.160792,0.940995,0.292628,0.603757,0.688381,0.189269,-0.354663
0.381,Body_Hips,0.160792,0.940995,0.292628,0.603757,0.688381,0.189269,-0.354663
0.381,Body_SpineLower,0.147048,0.959213,0.301507,0.340113,0.836980,-0.323349,-0.281485
0.381,Hand_Thumb1,0.132443,0.977197,0.307521,0.039388,0.778210,-0.555496,-0.290279
