Timestamp, Joint, PositionX, PositionY, PositionZ, RotationX, RotationY, RotationZ, RotationW
8.795,Body_Start,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
8.795,Body_Hips,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
8.795,Body_SpineLower,-0.020069,-0.011554,-0.010497,0.646757,0.005004,0.324514,0.690196
8.795,Hand_Thumb1,-0.000452,-0.000260,-0.000237,0.000000,1.000000,0.000000,0.000000
8.795,Body_SpineUpper,-0.032965,-0.000260,-0.000237,0.000000,1.000000,0.000000,0.000000
8.795,Body_Chest,-0.066758,-0.000260,-0.000237,0.000000,1.000000,0.000000,0.000000
8.795,Body_Neck,-0.095996,-0.007316,-0.023551,0.000000,1.000000,0.000000,0.000000
8.795,Body_Head,-0.133924,-0.007316,-0.023551,0.000000,1.000000,0.000000,0.000000
8.795,Body_LeftShoulder,-0.158227,-0.007316,-0.023551,0.000000,1.000000,0.000000,0.000000
8.795,Body_LeftScapula,-0.095647,-0.002543,-0.001726,0.000000,1.000000,0.000000,0.000000
8.795,Body_LeftArmUpper,-0.138574,-0.002543,-0.001726,0.000000,1.000000,0.000000,0.000000
8.795,Body_LeftArmLower,-0.166123,-0.002543,-0.001726,0.000000,1.000000,0.000000,0.000000
8.795,Hand_Ring1,-0.088694,-0.006529,0.017465,0.000000,1.000000,0.000000,0.000000
8.795,Body_RightShoulder,-0.127690,-0.006529,0.017465,0.000000,1.000000,0.000000,0.000000
8.795,Hand_Ring3,-0.154263,-0.006529,0.017465,0.000000,1.000000,0.000000,0.000000
8.795,Hand_Pinky0,-0.034074,-0.009420,0.022999,0.000000,1.000000,0.000000,0.000000
8.795,Body_RightArmLower,-0.079724,-0.009421,0.022996,0.000000,1.000000,0.000000,0.000000
8.795,Hand_Pinky2,-0.110444,-0.009421,0.022996,0.000000,1.000000,0.000000,0.000000
8.795,Body_LeftHandPalm,-0.130756,-0.009421,0.022996,0.000000,1.000000,0.000000,0.000000
8.795,Hand_ThumbTip,-0.091349,0.000767,0.000433,0.000000,1.000000,0.000000,0.000000
8.795,Hand_IndexTip,-0.180591,-0.006291,-0.023255,0.000000,1.000000,0.000000,0.000000
8.795,Hand_MiddleTip,-0.191088,-0.001406,-0.001417,0.000000,1.000000,0.000000,0.000000
8.795,Body_LeftHandThumbDistal,-0.178589,-0.004921,0.017723,0.000000,1.000000,0.000000,0.000000
8.795,Body_LeftHandThumbTip,-0.152678,-0.008205,0.022750,0.000000,1.000000,0.000000,0.000000
8.825,Body_Start,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
8.825,Body_Hips,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
8.825,Body_SpineLower,-0.020069,-0.011554,-0.010497,-0.171107,0.812646,-0.461404,0.312146
8.825,Hand_Thumb1,-0.038623,-0.025624,-0.019181,-0.185603,0.558839,-0.741887,0.320709
8.825,Body_SpineUpper,-0.062208,-0.047840,-0.021881,-0.258449,0.597302,-0.744787,0.147401
8.825,Body_Chest,-0.090018,-0.065694,-0.014822,-0.264703,0.533782,-0.766286,0.240449
8.825,Body_Neck,-0.095996,-0.007316,-0.023551,-0.208436,0.975058,-0.024557,-0.072208
8.825,Body_Head,-0.130232,-0.022598,-0.017822,-0.553036,0.828893,0.029830,-0.078726
8.825,Body_LeftShoulder,-0.139368,-0.044995,-0.015452,-0.670018,0.734071,0.042486,-0.102034
8.825,Body_LeftScapula,-0.095647,-0.002543,-0.001726,-0.316347,0.945471,0.028220,-0.072206
8.825,Body_LeftArmUpper,-0.129534,-0.028397,0.003369,-0.647666,0.756716,0.065493,-0.060172
8.825,Body_LeftArmLower,-0.133772,-0.055618,0.003540,-0.746457,0.649143,0.120764,-0.082654
8.825,Hand_Ring1,-0.088694,-0.006529,0.017465,-0.420493,0.897127,0.094020,-0.097515
8.825,Body_RightShoulder,-0.113158,-0.036666,0.021205,-0.702321,0.689928,0.161901,-0.067334
8.825,Hand_Ring3,-0.113276,-0.062997,0.017631,-0.815508,0.541852,0.201903,-0.024067
